Team,Team_1,win,SOS,SOS-1,efg%,def_efg%,tov%,def_tov%,orb%,drb%,ft%,def_ft%,efg%-1,def_efg%-1,tov%-1,def_tov%-1,orb%-1,drb%-1,ft%-1,def_ft%-1
Gonzaga_2017,Northwestern_2017,1,4.13,8.43,0.567,0.411,0.124,0.135,0.238,1.599,0.28,0.658,0.497,0.461,0.123,0.135,0.296,1.189,0.227,0.669
West_Virginia_2017,Notre_Dame_2017,1,9.67,9.78,0.513,0.488,0.123,0.21,0.385,0.799,0.266,0.683,0.536,0.491,0.11,0.145,0.276,1.314,0.229,0.736
Michigan_2017,Oklahoma_State_2017,1,10.17,12.22,0.57,0.519,0.114,0.154,0.252,1.484,0.234,0.684,0.539,0.535,0.132,0.154,0.374,0.838,0.302,0.724
Michigan_2017,Oregon_2017,0,10.17,8.38,0.57,0.519,0.114,0.154,0.252,1.484,0.234,0.684,0.554,0.462,0.129,0.151,0.288,1.237,0.247,0.719
Kansas_2017,Oregon_2017,0,12.23,8.38,0.561,0.481,0.133,0.144,0.307,1.127,0.244,0.715,0.554,0.462,0.129,0.151,0.288,1.237,0.247,0.719
Notre_Dame_2017,Princeton_2017,1,9.78,-1.84,0.536,0.491,0.11,0.145,0.276,1.314,0.229,0.736,0.537,0.478,0.123,0.16,0.246,1.53,0.179,0.689
Kansas_2017,Purdue_2017,1,12.23,8.79,0.561,0.481,0.133,0.144,0.307,1.127,0.244,0.715,0.557,0.477,0.143,0.135,0.26,1.422,0.252,0.707
Oregon_2017,Rhode_Island_2017,1,8.38,4.62,0.554,0.462,0.129,0.151,0.288,1.237,0.247,0.719,0.507,0.451,0.122,0.144,0.314,1.09,0.262,0.708
Creighton_2017,Rhode_Island_2017,0,8.95,4.62,0.576,0.498,0.137,0.151,0.236,1.616,0.189,0.689,0.507,0.451,0.122,0.144,0.314,1.09,0.262,0.708
Arizona_2017,Saint_Mary's_(CA)_2017,1,7.63,2.19,0.537,0.477,0.125,0.137,0.28,1.287,0.31,0.684,0.578,0.453,0.137,0.123,0.269,1.36,0.207,0.691
Arkansas_2017,Seton_Hall_2017,1,8.6,9.25,0.514,0.478,0.125,0.137,0.309,1.118,0.29,0.705,0.499,0.49,0.143,0.136,0.335,0.993,0.242,0.719
Florida_2017,South_Carolina_2017,0,11.01,10.16,0.516,0.458,0.127,0.161,0.313,1.1,0.293,0.706,0.477,0.454,0.135,0.182,0.345,0.95,0.278,0.724
Duke_2017,South_Carolina_2017,0,10.91,10.16,0.548,0.475,0.124,0.133,0.291,1.219,0.299,0.71,0.477,0.454,0.135,0.182,0.345,0.95,0.278,0.724
Gonzaga_2017,South_Dakota_State_2017,1,4.13,-0.66,0.567,0.411,0.124,0.135,0.238,1.599,0.28,0.658,0.537,0.536,0.143,0.129,0.257,1.445,0.311,0.722
Southern_Methodist_2017,Southern_California_2017,0,4.45,6.4,0.547,0.46,0.125,0.145,0.312,1.105,0.251,0.692,0.522,0.501,0.12,0.14,0.301,1.161,0.273,0.717
Baylor_2017,Southern_California_2017,1,11.87,6.4,0.53,0.462,0.152,0.135,0.339,0.973,0.244,0.713,0.522,0.501,0.12,0.14,0.301,1.161,0.273,0.717
North_Carolina_2017,Texas_Southern_2017,1,11.76,-7.81,0.519,0.48,0.118,0.148,0.36,0.887,0.244,0.725,0.481,0.491,0.123,0.145,0.327,1.031,0.326,0.683
Duke_2017,Troy_2017,1,10.91,-3.36,0.548,0.475,0.124,0.133,0.291,1.219,0.299,0.71,0.528,0.495,0.133,0.138,0.3,1.165,0.285,0.72
Kentucky_2017,UCLA_2017,1,10.49,6.39,0.529,0.475,0.116,0.15,0.311,1.109,0.288,0.676,0.598,0.487,0.121,0.125,0.247,1.52,0.198,0.679
Northwestern_2017,Vanderbilt_2017,1,8.43,10.72,0.497,0.461,0.123,0.135,0.296,1.189,0.227,0.669,0.521,0.481,0.144,0.125,0.237,1.612,0.271,0.699
Purdue_2017,Vermont_2017,1,8.79,-3.27,0.557,0.477,0.143,0.135,0.26,1.422,0.252,0.707,0.554,0.475,0.133,0.158,0.273,1.328,0.239,0.705
Saint_Mary's_(CA)_2017,Virginia_Commonwealth_2017,1,2.19,3.77,0.578,0.453,0.137,0.123,0.269,1.36,0.207,0.691,0.51,0.475,0.135,0.162,0.303,1.152,0.257,0.697
Wisconsin_2017,Virginia_Tech_2017,1,9.4,8.38,0.521,0.476,0.126,0.156,0.334,0.997,0.212,0.739,0.569,0.51,0.135,0.129,0.225,1.725,0.301,0.717
Florida_2017,Virginia_2017,1,11.01,10.93,0.516,0.458,0.127,0.161,0.313,1.1,0.293,0.706,0.524,0.461,0.124,0.163,0.265,1.384,0.184,0.699
Gonzaga_2017,West_Virginia_2017,1,4.13,9.67,0.567,0.411,0.124,0.135,0.238,1.599,0.28,0.658,0.513,0.488,0.123,0.21,0.385,0.799,0.266,0.683
Kentucky_2017,Wichita_State_2017,1,10.49,2.96,0.529,0.475,0.116,0.15,0.311,1.109,0.288,0.676,0.543,0.437,0.121,0.152,0.294,1.2,0.294,0.692
Dayton_2017,Wichita_State_2017,0,4.27,2.96,0.538,0.477,0.129,0.167,0.253,1.48,0.301,0.707,0.543,0.437,0.121,0.152,0.294,1.2,0.294,0.692
Butler_2017,Winthrop_2017,1,10.23,-6.12,0.546,0.508,0.117,0.152,0.263,1.401,0.275,0.697,0.535,0.463,0.138,0.148,0.258,1.437,0.266,0.722
Villanova_2017,Wisconsin_2017,0,9.28,9.4,0.575,0.481,0.133,0.162,0.262,1.411,0.276,0.703,0.521,0.476,0.126,0.156,0.334,0.997,0.212,0.739
Maryland_2017,Xavier_2017,0,8.29,11.51,0.523,0.471,0.142,0.141,0.299,1.171,0.278,0.703,0.519,0.516,0.136,0.137,0.318,1.071,0.283,0.698
Gonzaga_2017,Xavier_2017,1,4.13,11.51,0.567,0.411,0.124,0.135,0.238,1.599,0.28,0.658,0.519,0.516,0.136,0.137,0.318,1.071,0.283,0.698
Florida_State_2017,Xavier_2017,0,8.87,11.51,0.537,0.479,0.123,0.149,0.309,1.119,0.265,0.715,0.519,0.516,0.136,0.137,0.318,1.071,0.283,0.698
Arizona_2017,Xavier_2017,0,7.63,11.51,0.537,0.477,0.125,0.137,0.28,1.287,0.31,0.684,0.519,0.516,0.136,0.137,0.318,1.071,0.283,0.698
Virginia_Commonwealth_2013,Akron_2013,1,4.47,0.18,0.513,0.499,0.123,0.217,0.415,0.706,0.209,0.683,0.516,0.443,0.152,0.154,0.371,0.847,0.233,0.714
Duke_2013,Albany_(NY)_2013,1,9.54,-4.53,0.539,0.455,0.119,0.156,0.301,1.16,0.289,0.724,0.496,0.483,0.16,0.156,0.338,0.981,0.295,0.656
Ohio_State_2013,Arizona_2013,1,9.32,7.47,0.506,0.454,0.119,0.162,0.31,1.112,0.251,0.716,0.525,0.466,0.147,0.155,0.335,0.991,0.28,0.711
Harvard_2013,Arizona_2013,0,0.16,7.47,0.542,0.488,0.158,0.163,0.275,1.317,0.354,0.726,0.525,0.466,0.147,0.155,0.335,0.991,0.28,0.711
Arizona_2013,Belmont_2013,1,7.47,-0.96,0.525,0.466,0.147,0.155,0.335,0.991,0.28,0.711,0.567,0.477,0.152,0.192,0.317,1.078,0.24,0.708
Butler_2013,Bucknell_2013,1,6.08,-1.96,0.512,0.468,0.151,0.134,0.345,0.947,0.268,0.703,0.496,0.425,0.115,0.113,0.27,1.354,0.268,0.705
Marquette_2013,Butler_2013,1,8.58,6.08,0.496,0.462,0.153,0.148,0.375,0.835,0.299,0.682,0.512,0.468,0.151,0.134,0.345,0.947,0.268,0.703
Syracuse_2013,University_of_California_2013,1,8.57,7.77,0.49,0.426,0.136,0.174,0.406,0.732,0.248,0.673,0.48,0.443,0.145,0.127,0.318,1.071,0.223,0.688
Nevada-Las_Vegas_2013,University_of_California_2013,0,5.71,7.77,0.492,0.439,0.15,0.147,0.326,1.032,0.262,0.693,0.48,0.443,0.145,0.127,0.318,1.071,0.223,0.688
Creighton_2013,Cincinnati_2013,1,5.16,6.93,0.582,0.459,0.149,0.126,0.256,1.453,0.26,0.681,0.462,0.433,0.14,0.155,0.4,0.749,0.229,0.665
Louisville_2013,Colorado_State_2013,1,9.13,5.89,0.506,0.448,0.133,0.206,0.383,0.804,0.283,0.658,0.495,0.477,0.121,0.131,0.38,0.815,0.312,0.685
Illinois_2013,Colorado_2013,1,10.08,7.95,0.479,0.485,0.131,0.164,0.389,0.786,0.225,0.702,0.483,0.459,0.148,0.151,0.335,0.992,0.281,0.693
Duke_2013,Creighton_2013,1,9.54,5.16,0.539,0.455,0.119,0.156,0.301,1.16,0.289,0.724,0.582,0.459,0.149,0.126,0.256,1.453,0.26,0.681
Marquette_2013,Davidson_2013,1,8.58,-3.45,0.496,0.462,0.153,0.148,0.375,0.835,0.299,0.682,0.532,0.452,0.128,0.144,0.292,1.212,0.309,0.717
Louisville_2013,Duke_2013,1,9.13,9.54,0.506,0.448,0.133,0.206,0.383,0.804,0.283,0.658,0.539,0.455,0.119,0.156,0.301,1.16,0.289,0.724
Georgetown_2013,Florida_Gulf_Coast_2013,0,7.59,-2.07,0.511,0.43,0.155,0.169,0.31,1.114,0.25,0.667,0.521,0.465,0.161,0.17,0.336,0.988,0.235,0.688
Michigan_2013,Florida_2013,1,10.05,6.83,0.549,0.478,0.113,0.147,0.334,0.998,0.199,0.682,0.552,0.433,0.132,0.175,0.323,1.047,0.21,0.651
Florida_Gulf_Coast_2013,Florida_2013,0,-2.07,6.83,0.521,0.465,0.161,0.17,0.336,0.988,0.235,0.688,0.552,0.433,0.132,0.175,0.323,1.047,0.21,0.651
New_Mexico_2013,Harvard_2013,0,6.63,0.16,0.484,0.459,0.132,0.154,0.298,1.176,0.329,0.674,0.542,0.488,0.158,0.163,0.275,1.317,0.354,0.726
Miami_(FL)_2013,Illinois_2013,1,7.88,10.08,0.519,0.457,0.125,0.143,0.303,1.151,0.236,0.649,0.479,0.485,0.131,0.164,0.389,0.786,0.225,0.702
Ohio_State_2013,Iona_2013,1,9.32,-0.02,0.506,0.454,0.119,0.162,0.31,1.112,0.251,0.716,0.521,0.516,0.131,0.147,0.361,0.885,0.255,0.668
Ohio_State_2013,Iowa_State_2013,1,9.32,6.13,0.506,0.454,0.119,0.162,0.31,1.112,0.251,0.716,0.538,0.48,0.141,0.144,0.341,0.967,0.241,0.723
Notre_Dame_2013,Iowa_State_2013,0,7.22,6.13,0.522,0.468,0.134,0.125,0.338,0.981,0.227,0.69,0.538,0.48,0.141,0.144,0.341,0.967,0.241,0.723
Indiana_2013,James_Madison_2013,1,8.38,-2.28,0.548,0.44,0.14,0.161,0.346,0.946,0.341,0.707,0.476,0.487,0.131,0.159,0.343,0.958,0.257,0.695
Wichita_State_2013,La_Salle_2013,1,6.09,4.46,0.5,0.453,0.143,0.153,0.378,0.823,0.255,0.714,0.519,0.493,0.133,0.165,0.347,0.943,0.231,0.682
Kansas_State_2013,La_Salle_2013,0,6.53,4.46,0.495,0.466,0.133,0.168,0.41,0.718,0.216,0.687,0.519,0.493,0.133,0.165,0.347,0.943,0.231,0.682
Syracuse_2013,Marquette_2013,1,8.57,8.58,0.49,0.426,0.136,0.174,0.406,0.732,0.248,0.673,0.496,0.462,0.153,0.148,0.375,0.835,0.299,0.682
Miami_(FL)_2013,Marquette_2013,0,7.88,8.58,0.519,0.457,0.125,0.143,0.303,1.151,0.236,0.649,0.496,0.462,0.153,0.148,0.375,0.835,0.299,0.682
Michigan_State_2013,Memphis_2013,1,10.55,2.7,0.505,0.441,0.157,0.148,0.339,0.974,0.264,0.667,0.524,0.455,0.155,0.168,0.352,0.919,0.246,0.677
Duke_2013,Michigan_State_2013,1,9.54,10.55,0.539,0.455,0.119,0.156,0.301,1.16,0.289,0.724,0.505,0.441,0.157,0.148,0.339,0.974,0.264,0.667
Louisville_2013,Michigan_2013,1,9.13,10.05,0.506,0.448,0.133,0.206,0.383,0.804,0.283,0.658,0.549,0.478,0.113,0.147,0.334,0.998,0.199,0.682
Kansas_2013,Michigan_2013,0,7.54,10.05,0.533,0.415,0.153,0.14,0.295,1.197,0.291,0.687,0.549,0.478,0.113,0.147,0.334,0.998,0.199,0.682
UCLA_2013,Minnesota_2013,0,7.82,10.31,0.491,0.475,0.121,0.153,0.332,1.005,0.24,0.665,0.493,0.456,0.152,0.15,0.422,0.684,0.285,0.694
Florida_2013,Minnesota_2013,1,6.83,10.31,0.552,0.433,0.132,0.175,0.323,1.047,0.21,0.651,0.493,0.456,0.152,0.15,0.422,0.684,0.285,0.694
Wisconsin_2013,Mississippi_2013,0,9.73,4.14,0.486,0.43,0.116,0.142,0.334,0.999,0.188,0.689,0.491,0.464,0.113,0.166,0.373,0.842,0.263,0.664
La_Salle_2013,Mississippi_2013,1,4.46,4.14,0.519,0.493,0.133,0.165,0.347,0.943,0.231,0.682,0.491,0.464,0.113,0.166,0.373,0.842,0.263,0.664
Colorado_State_2013,Missouri_2013,1,5.89,6,0.495,0.477,0.121,0.131,0.38,0.815,0.312,0.685,0.512,0.461,0.14,0.136,0.359,0.894,0.261,0.686
Syracuse_2013,Montana_2013,1,8.57,-4.21,0.49,0.426,0.136,0.174,0.406,0.732,0.248,0.673,0.532,0.481,0.146,0.142,0.274,1.325,0.305,0.71
Saint_Louis_2013,New_Mexico_State_2013,1,4.28,0.7,0.504,0.455,0.128,0.182,0.297,1.186,0.31,0.654,0.493,0.45,0.159,0.145,0.347,0.939,0.303,0.715
Louisville_2013,North_Carolina_A&T_2013,1,9.13,-6.3,0.506,0.448,0.133,0.206,0.383,0.804,0.283,0.658,0.458,0.449,0.171,0.175,0.332,1.006,0.276,0.653
Kansas_2013,North_Carolina_2013,1,7.54,8.01,0.533,0.415,0.153,0.14,0.295,1.197,0.291,0.687,0.499,0.48,0.127,0.169,0.381,0.812,0.19,0.702
Florida_2013,Northwestern_State_2013,1,6.83,-3.77,0.552,0.433,0.132,0.175,0.323,1.047,0.21,0.651,0.505,0.469,0.139,0.166,0.384,0.802,0.265,0.627
Wichita_State_2013,Ohio_State_2013,1,6.09,9.32,0.5,0.453,0.143,0.153,0.378,0.823,0.255,0.714,0.506,0.454,0.119,0.162,0.31,1.112,0.251,0.716
San_Diego_State_2013,Oklahoma_2013,1,6.19,7.09,0.491,0.446,0.136,0.149,0.329,1.021,0.248,0.678,0.478,0.474,0.131,0.15,0.354,0.914,0.268,0.694
Saint_Louis_2013,Oregon_2013,0,4.28,5.77,0.504,0.455,0.128,0.182,0.297,1.186,0.31,0.654,0.493,0.464,0.16,0.173,0.351,0.925,0.27,0.676
Oklahoma_State_2013,Oregon_2013,0,6.73,5.77,0.488,0.445,0.136,0.165,0.319,1.068,0.302,0.687,0.493,0.464,0.16,0.173,0.351,0.925,0.27,0.676
Louisville_2013,Oregon_2013,1,9.13,5.77,0.506,0.448,0.133,0.206,0.383,0.804,0.283,0.658,0.493,0.464,0.16,0.173,0.351,0.925,0.27,0.676
Miami_(FL)_2013,Pacific_2013,1,7.88,1.05,0.519,0.457,0.125,0.143,0.303,1.151,0.236,0.649,0.509,0.49,0.134,0.154,0.321,1.057,0.256,0.712
Memphis_2013,Saint_Mary's_(CA)_2013,1,2.7,3.31,0.524,0.455,0.155,0.168,0.352,0.919,0.246,0.677,0.54,0.473,0.136,0.141,0.352,0.921,0.267,0.72
Florida_Gulf_Coast_2013,San_Diego_State_2013,1,-2.07,6.19,0.521,0.465,0.161,0.17,0.336,0.988,0.235,0.688,0.491,0.446,0.136,0.149,0.329,1.021,0.248,0.678
Michigan_2013,South_Dakota_State_2013,1,10.05,-3.27,0.549,0.478,0.113,0.147,0.334,0.998,0.199,0.682,0.539,0.506,0.125,0.138,0.294,1.199,0.247,0.695
Gonzaga_2013,Southern_2013,1,4.18,-10.31,0.555,0.449,0.127,0.163,0.342,0.961,0.283,0.679,0.497,0.411,0.128,0.156,0.278,1.297,0.27,0.673
Michigan_2013,Syracuse_2013,1,10.05,8.57,0.549,0.478,0.113,0.147,0.334,0.998,0.199,0.682,0.49,0.426,0.136,0.174,0.406,0.732,0.248,0.673
Indiana_2013,Syracuse_2013,0,8.38,8.57,0.548,0.44,0.14,0.161,0.346,0.946,0.341,0.707,0.49,0.426,0.136,0.174,0.406,0.732,0.248,0.673
North_Carolina_2013,Temple_2013,0,8.01,5.2,0.499,0.48,0.127,0.169,0.381,0.812,0.19,0.702,0.49,0.49,0.12,0.155,0.36,0.887,0.257,0.724
Indiana_2013,Temple_2013,1,8.38,5.2,0.548,0.44,0.14,0.161,0.346,0.946,0.341,0.707,0.49,0.49,0.12,0.155,0.36,0.887,0.257,0.724
Michigan_State_2013,Valparaiso_2013,1,10.55,-1.13,0.505,0.441,0.157,0.148,0.339,0.974,0.264,0.667,0.559,0.459,0.168,0.153,0.301,1.163,0.307,0.721
North_Carolina_2013,Villanova_2013,1,8.01,8.53,0.499,0.48,0.127,0.169,0.381,0.812,0.19,0.702,0.474,0.472,0.167,0.169,0.343,0.957,0.363,0.68
Michigan_2013,Virginia_Commonwealth_2013,1,10.05,4.47,0.549,0.478,0.113,0.147,0.334,0.998,0.199,0.682,0.513,0.499,0.123,0.217,0.415,0.706,0.209,0.683
Kansas_2013,Western_Kentucky_2013,1,7.54,-1.14,0.533,0.415,0.153,0.14,0.295,1.197,0.291,0.687,0.485,0.475,0.165,0.158,0.366,0.865,0.26,0.695
Pittsburgh_2013,Wichita_State_2013,0,5.63,6.09,0.517,0.446,0.13,0.169,0.398,0.755,0.251,0.723,0.5,0.453,0.143,0.153,0.378,0.823,0.255,0.714
Louisville_2013,Wichita_State_2013,1,9.13,6.09,0.506,0.448,0.133,0.206,0.383,0.804,0.283,0.658,0.5,0.453,0.143,0.153,0.378,0.823,0.255,0.714
Gonzaga_2013,Wichita_State_2013,0,4.18,6.09,0.555,0.449,0.127,0.163,0.342,0.961,0.283,0.679,0.5,0.453,0.143,0.153,0.378,0.823,0.255,0.714
Florida_2014,Albany_(NY)_2014,1,8.54,-5.22,0.522,0.454,0.125,0.167,0.316,1.085,0.283,0.693,0.488,0.483,0.148,0.143,0.292,1.213,0.315,0.723
Wisconsin_2014,American_2014,1,10.19,-3.25,0.533,0.472,0.096,0.12,0.266,1.378,0.318,0.722,0.558,0.464,0.184,0.148,0.235,1.625,0.248,0.679
Texas_2014,Arizona_State_2014,1,9.15,7.41,0.474,0.465,0.124,0.121,0.364,0.872,0.291,0.692,0.524,0.463,0.125,0.128,0.24,1.585,0.295,0.648
Wisconsin_2014,Baylor_2014,1,10.19,10.11,0.533,0.472,0.096,0.12,0.266,1.378,0.318,0.722,0.521,0.485,0.126,0.121,0.361,0.887,0.306,0.676
Creighton_2014,Baylor_2014,0,7.17,10.11,0.589,0.485,0.117,0.114,0.246,1.534,0.252,0.694,0.521,0.485,0.126,0.121,0.361,0.887,0.306,0.676
Oregon_2014,Brigham_Young_2014,1,8.05,5.72,0.535,0.491,0.12,0.14,0.307,1.128,0.338,0.709,0.503,0.489,0.109,0.129,0.323,1.046,0.334,0.712
Wichita_State_2014,Cal_Poly_2014,1,1.74,1.69,0.526,0.446,0.116,0.144,0.303,1.148,0.342,0.65,0.466,0.488,0.11,0.138,0.344,0.954,0.224,0.723
Virginia_2014,Coastal_Carolina_2014,1,7.86,-6.31,0.508,0.442,0.119,0.143,0.289,1.231,0.283,0.662,0.491,0.471,0.148,0.142,0.325,1.039,0.266,0.693
Villanova_2014,Connecticut_2014,0,7.5,8.63,0.536,0.463,0.128,0.152,0.3,1.166,0.318,0.707,0.515,0.446,0.132,0.145,0.279,1.295,0.298,0.664
Michigan_State_2014,Connecticut_2014,0,9.38,8.63,0.545,0.458,0.13,0.135,0.282,1.272,0.239,0.73,0.515,0.446,0.132,0.145,0.279,1.295,0.298,0.664
Florida_2014,Connecticut_2014,0,8.54,8.63,0.522,0.454,0.125,0.167,0.316,1.085,0.283,0.693,0.515,0.446,0.132,0.145,0.279,1.295,0.298,0.664
Syracuse_2014,Dayton_2014,0,7.25,5.34,0.482,0.48,0.106,0.166,0.372,0.845,0.27,0.668,0.524,0.488,0.135,0.142,0.321,1.057,0.277,0.708
Stanford_2014,Dayton_2014,0,9,5.34,0.513,0.48,0.126,0.131,0.276,1.311,0.316,0.716,0.524,0.488,0.135,0.142,0.321,1.057,0.277,0.708
Ohio_State_2014,Dayton_2014,0,8.12,5.34,0.503,0.452,0.129,0.171,0.291,1.215,0.291,0.711,0.524,0.488,0.135,0.142,0.321,1.057,0.277,0.708
Florida_2014,Dayton_2014,1,8.54,5.34,0.522,0.454,0.125,0.167,0.316,1.085,0.283,0.693,0.524,0.488,0.135,0.142,0.321,1.057,0.277,0.708
Michigan_State_2014,Delaware_2014,1,9.38,-1.1,0.545,0.458,0.13,0.135,0.282,1.272,0.239,0.73,0.504,0.494,0.099,0.125,0.305,1.142,0.312,0.694
Kansas_2014,Eastern_Kentucky_2014,1,11.4,-4.34,0.542,0.471,0.139,0.122,0.311,1.106,0.343,0.678,0.574,0.549,0.121,0.186,0.275,1.319,0.331,0.706
Memphis_2014,George_Washington_2014,1,7.14,4.42,0.522,0.482,0.138,0.153,0.337,0.985,0.257,0.648,0.515,0.472,0.139,0.149,0.321,1.06,0.304,0.666
Arizona_2014,Gonzaga_2014,1,9.04,5.36,0.517,0.423,0.114,0.147,0.321,1.058,0.27,0.716,0.56,0.448,0.132,0.131,0.266,1.382,0.286,0.71
Michigan_State_2014,Harvard_2014,1,9.38,-0.47,0.545,0.458,0.13,0.135,0.282,1.272,0.239,0.73,0.519,0.458,0.127,0.168,0.307,1.13,0.347,0.71
Cincinnati_2014,Harvard_2014,0,5.28,-0.47,0.477,0.448,0.126,0.17,0.373,0.839,0.274,0.675,0.519,0.458,0.127,0.168,0.307,1.13,0.347,0.71
Connecticut_2014,Iowa_State_2014,1,8.63,9.88,0.515,0.446,0.132,0.145,0.279,1.295,0.298,0.664,0.542,0.477,0.111,0.123,0.27,1.349,0.252,0.732
Kentucky_2014,Kansas_State_2014,1,9.9,8.47,0.5,0.46,0.123,0.121,0.35,0.93,0.353,0.69,0.488,0.453,0.135,0.139,0.344,0.953,0.264,0.684
Wisconsin_2014,Kentucky_2014,0,10.19,9.9,0.533,0.472,0.096,0.12,0.266,1.378,0.318,0.722,0.5,0.46,0.123,0.121,0.35,0.93,0.353,0.69
Wichita_State_2014,Kentucky_2014,0,1.74,9.9,0.526,0.446,0.116,0.144,0.303,1.148,0.342,0.65,0.5,0.46,0.123,0.121,0.35,0.93,0.353,0.69
Connecticut_2014,Kentucky_2014,1,8.63,9.9,0.515,0.446,0.132,0.145,0.279,1.295,0.298,0.664,0.5,0.46,0.123,0.121,0.35,0.93,0.353,0.69
Creighton_2014,Louisiana_2014,1,7.17,-0.28,0.589,0.485,0.117,0.114,0.246,1.534,0.252,0.694,0.522,0.497,0.131,0.142,0.349,0.932,0.288,0.694
Kentucky_2014,Louisville_2014,1,9.9,4.8,0.5,0.46,0.123,0.121,0.35,0.93,0.353,0.69,0.535,0.439,0.11,0.189,0.36,0.888,0.272,0.681
Louisville_2014,Manhattan_2014,1,4.8,-0.9,0.535,0.439,0.11,0.189,0.36,0.888,0.272,0.681,0.507,0.454,0.141,0.157,0.336,0.987,0.368,0.7
Virginia_2014,Memphis_2014,1,7.86,7.14,0.508,0.442,0.119,0.143,0.289,1.231,0.283,0.662,0.522,0.482,0.138,0.153,0.337,0.985,0.257,0.648
Duke_2014,Mercer_2014,0,8.48,-3.42,0.538,0.493,0.105,0.14,0.34,0.972,0.283,0.693,0.547,0.459,0.128,0.139,0.304,1.144,0.282,0.699
Virginia_2014,Michigan_State_2014,0,7.86,9.38,0.508,0.442,0.119,0.143,0.289,1.231,0.283,0.662,0.545,0.458,0.13,0.135,0.282,1.272,0.239,0.73
Kentucky_2014,Michigan_2014,1,9.9,9.65,0.5,0.46,0.123,0.121,0.35,0.93,0.353,0.69,0.557,0.494,0.112,0.134,0.272,1.335,0.266,0.731
Villanova_2014,Milwaukee_2014,1,7.5,-0.44,0.536,0.463,0.128,0.152,0.3,1.166,0.318,0.707,0.493,0.488,0.147,0.142,0.29,1.223,0.32,0.745
Baylor_2014,Nebraska_2014,1,10.11,8.5,0.521,0.485,0.126,0.121,0.361,0.887,0.306,0.676,0.483,0.476,0.127,0.142,0.263,1.405,0.303,0.681
San_Diego_State_2014,New_Mexico_State_2014,1,4.86,-2.58,0.481,0.431,0.109,0.163,0.345,0.951,0.298,0.675,0.539,0.438,0.134,0.121,0.318,1.072,0.368,0.732
Iowa_State_2014,North_Carolina_Central_2014,1,9.88,-8.03,0.542,0.477,0.111,0.123,0.27,1.349,0.252,0.732,0.513,0.435,0.126,0.177,0.337,0.985,0.347,0.692
Saint_Louis_2014,North_Carolina_2014,1,4.24,8.42,0.494,0.44,0.141,0.16,0.28,1.284,0.281,0.686,0.499,0.47,0.121,0.144,0.358,0.898,0.268,0.67
Iowa_State_2014,North_Carolina_2014,1,9.88,8.42,0.542,0.477,0.111,0.123,0.27,1.349,0.252,0.732,0.499,0.47,0.121,0.144,0.358,0.898,0.268,0.67
San_Diego_State_2014,North_Dakota_State_2014,1,4.86,-0.02,0.481,0.431,0.109,0.163,0.345,0.951,0.298,0.675,0.555,0.487,0.116,0.138,0.284,1.261,0.307,0.75
Oklahoma_2014,North_Dakota_State_2014,0,8.97,-0.02,0.517,0.497,0.117,0.135,0.32,1.06,0.295,0.715,0.555,0.487,0.116,0.138,0.284,1.261,0.307,0.75
Gonzaga_2014,Oklahoma_State_2014,1,5.36,8.34,0.56,0.448,0.132,0.131,0.266,1.382,0.286,0.71,0.524,0.463,0.109,0.149,0.276,1.312,0.357,0.687
Wisconsin_2014,Oregon_2014,1,10.19,8.05,0.533,0.472,0.096,0.12,0.266,1.378,0.318,0.722,0.535,0.491,0.12,0.14,0.307,1.128,0.338,0.709
Florida_2014,Pittsburgh_2014,1,8.54,7.54,0.522,0.454,0.125,0.167,0.316,1.085,0.283,0.693,0.507,0.467,0.117,0.147,0.335,0.994,0.315,0.707
Colorado_2014,Pittsburgh_2014,0,8.8,7.54,0.483,0.494,0.144,0.14,0.307,1.127,0.346,0.703,0.507,0.467,0.117,0.147,0.335,0.994,0.315,0.707
North_Carolina_2014,Providence_2014,1,8.42,7.85,0.499,0.47,0.121,0.144,0.358,0.898,0.268,0.67,0.483,0.489,0.126,0.124,0.338,0.979,0.328,0.689
