Team,Team_1,win,SOS,SOS-1,efg%,def_efg%,tov%,def_tov%,orb%,drb%,ft%,def_ft%,efg%-1,def_efg%-1,tov%-1,def_tov%-1,orb%-1,drb%-1,ft%-1,def_ft%-1
Connecticut_2014,Saint_Joseph's_2014,1,8.63,5.08,0.515,0.446,0.132,0.145,0.279,1.295,0.298,0.664,0.539,0.478,0.137,0.118,0.262,1.409,0.281,0.693
Louisville_2014,Saint_Louis_2014,1,4.8,4.24,0.535,0.439,0.11,0.189,0.36,0.888,0.272,0.681,0.494,0.44,0.141,0.16,0.28,1.284,0.281,0.686
Arizona_2014,San_Diego_State_2014,1,9.04,4.86,0.517,0.423,0.114,0.147,0.321,1.058,0.27,0.716,0.481,0.431,0.109,0.163,0.345,0.951,0.298,0.675
New_Mexico_2014,Stanford_2014,0,4.84,9,0.511,0.45,0.117,0.114,0.278,1.3,0.338,0.725,0.513,0.48,0.126,0.131,0.276,1.311,0.316,0.716
Kansas_2014,Stanford_2014,0,11.4,9,0.542,0.471,0.139,0.122,0.311,1.106,0.343,0.678,0.513,0.48,0.126,0.131,0.276,1.311,0.316,0.716
Virginia_Commonwealth_2014,Stephen_F._Austin_2014,0,4.78,-6.76,0.479,0.478,0.125,0.196,0.364,0.875,0.237,0.668,0.525,0.499,0.123,0.183,0.38,0.815,0.286,0.689
UCLA_2014,Stephen_F._Austin_2014,1,7.62,-6.76,0.541,0.499,0.111,0.156,0.281,1.277,0.286,0.676,0.525,0.499,0.123,0.183,0.38,0.815,0.286,0.689
Michigan_2014,Tennessee_2014,1,9.65,7.84,0.557,0.494,0.112,0.134,0.272,1.335,0.266,0.731,0.503,0.462,0.118,0.132,0.352,0.921,0.299,0.705
Mercer_2014,Tennessee_2014,0,-3.42,7.84,0.547,0.459,0.128,0.139,0.304,1.144,0.282,0.699,0.503,0.462,0.118,0.132,0.352,0.921,0.299,0.705
Massachusetts_2014,Tennessee_2014,0,6,7.84,0.504,0.466,0.14,0.14,0.319,1.068,0.268,0.675,0.503,0.462,0.118,0.132,0.352,0.921,0.299,0.705
Michigan_2014,Texas_2014,1,9.65,9.15,0.557,0.494,0.112,0.134,0.272,1.335,0.266,0.731,0.474,0.465,0.124,0.121,0.364,0.872,0.291,0.692
UCLA_2014,Tulsa_2014,1,7.62,1.17,0.541,0.499,0.111,0.156,0.281,1.277,0.286,0.676,0.492,0.464,0.124,0.15,0.299,1.173,0.318,0.689
Florida_2014,UCLA_2014,1,8.54,7.62,0.522,0.454,0.125,0.167,0.316,1.085,0.283,0.693,0.541,0.499,0.111,0.156,0.281,1.277,0.286,0.676
Arizona_2014,Weber_State_2014,1,9.04,-4.23,0.517,0.423,0.114,0.147,0.321,1.058,0.27,0.716,0.547,0.465,0.142,0.11,0.249,1.509,0.369,0.703
Syracuse_2014,Western_Michigan_2014,1,7.25,-1.45,0.482,0.48,0.106,0.166,0.372,0.845,0.27,0.668,0.52,0.47,0.154,0.141,0.283,1.269,0.368,0.713
Arizona_2014,Wisconsin_2014,0,9.04,10.19,0.517,0.423,0.114,0.147,0.321,1.058,0.27,0.716,0.533,0.472,0.096,0.12,0.266,1.378,0.318,0.722
Michigan_2014,Wofford_2014,1,9.65,-5.95,0.557,0.494,0.112,0.134,0.272,1.335,0.266,0.731,0.502,0.489,0.128,0.156,0.323,1.048,0.218,0.678
Notre_Dame_2011,Akron_2011,1,8.43,-1.02,0.535,0.467,0.12,0.123,0.294,1.199,0.327,0.71,0.499,0.464,0.137,0.156,0.293,1.205,0.22,0.66
Texas_2011,Arizona_2011,0,7.96,7.99,0.502,0.426,0.124,0.143,0.34,0.97,0.282,0.685,0.541,0.486,0.14,0.141,0.309,1.116,0.325,0.678
Duke_2011,Arizona_2011,0,8.32,7.99,0.537,0.445,0.128,0.16,0.319,1.068,0.282,0.65,0.541,0.486,0.14,0.141,0.309,1.116,0.325,0.678
Wisconsin_2011,Belmont_2011,1,9.42,-4.42,0.518,0.482,0.099,0.131,0.326,1.032,0.241,0.744,0.542,0.461,0.145,0.205,0.359,0.895,0.281,0.679
Kansas_2011,Boston_University_2011,1,7.62,-3.85,0.57,0.445,0.142,0.156,0.304,1.143,0.267,0.73,0.473,0.46,0.14,0.134,0.331,1.008,0.272,0.704
Florida_2011,Brigham_Young_2011,1,7.57,5.76,0.521,0.472,0.138,0.148,0.337,0.982,0.239,0.672,0.518,0.465,0.114,0.156,0.295,1.196,0.292,0.689
Connecticut_2011,Bucknell_2011,1,10.44,-3.87,0.482,0.445,0.125,0.131,0.351,0.926,0.258,0.68,0.509,0.454,0.132,0.136,0.235,1.628,0.269,0.697
Virginia_Commonwealth_2011,Butler_2011,0,3.78,5.02,0.511,0.492,0.129,0.165,0.331,1.009,0.264,0.678,0.501,0.481,0.125,0.146,0.322,1.051,0.273,0.672
Pittsburgh_2011,Butler_2011,0,7.85,5.02,0.529,0.451,0.129,0.134,0.356,0.904,0.289,0.676,0.501,0.481,0.125,0.146,0.322,1.051,0.273,0.672
Connecticut_2011,Butler_2011,1,10.44,5.02,0.482,0.445,0.125,0.131,0.351,0.926,0.258,0.68,0.501,0.481,0.125,0.146,0.322,1.051,0.273,0.672
Florida_2011,UC-Santa_Barbara_2011,1,7.57,0.12,0.521,0.472,0.138,0.148,0.337,0.982,0.239,0.672,0.523,0.473,0.169,0.151,0.267,1.374,0.281,0.701
Connecticut_2011,Cincinnati_2011,1,10.44,6.1,0.482,0.445,0.125,0.131,0.351,0.926,0.258,0.68,0.494,0.458,0.13,0.169,0.367,0.862,0.256,0.703
West_Virginia_2011,Clemson_2011,1,11.03,6.58,0.485,0.459,0.134,0.137,0.382,0.808,0.291,0.696,0.503,0.456,0.151,0.175,0.326,1.033,0.27,0.71
San_Diego_State_2011,Connecticut_2011,0,6.36,10.44,0.515,0.444,0.126,0.152,0.338,0.979,0.213,0.72,0.482,0.445,0.125,0.131,0.351,0.926,0.258,0.68
Kentucky_2011,Connecticut_2011,0,8.91,10.44,0.523,0.442,0.12,0.138,0.313,1.096,0.257,0.723,0.482,0.445,0.125,0.131,0.351,0.926,0.258,0.68
Arizona_2011,Connecticut_2011,0,7.99,10.44,0.541,0.486,0.14,0.141,0.309,1.116,0.325,0.678,0.482,0.445,0.125,0.131,0.351,0.926,0.258,0.68
Texas_A&M_2011,Florida_State_2011,0,5.94,6.45,0.494,0.465,0.145,0.16,0.345,0.948,0.324,0.688,0.49,0.424,0.171,0.165,0.317,1.078,0.253,0.695
Notre_Dame_2011,Florida_State_2011,0,8.43,6.45,0.535,0.467,0.12,0.123,0.294,1.199,0.327,0.71,0.49,0.424,0.171,0.165,0.317,1.078,0.253,0.695
Butler_2011,Florida_2011,1,5.02,7.57,0.501,0.481,0.125,0.146,0.322,1.051,0.273,0.672,0.521,0.472,0.138,0.148,0.337,0.982,0.239,0.672
Ohio_State_2011,George_Mason_2011,1,8.38,1.37,0.563,0.483,0.117,0.188,0.328,1.024,0.26,0.737,0.532,0.466,0.127,0.157,0.306,1.132,0.266,0.679
Washington_2011,Georgia_2011,1,7.74,6.13,0.537,0.464,0.125,0.151,0.357,0.901,0.212,0.68,0.495,0.448,0.151,0.136,0.327,1.027,0.255,0.699
St._John's_(NY)_2011,Gonzaga_2011,0,10.01,4.01,0.495,0.508,0.138,0.182,0.331,1.008,0.314,0.702,0.531,0.469,0.147,0.16,0.303,1.151,0.317,0.704
Brigham_Young_2011,Gonzaga_2011,1,5.76,4.01,0.518,0.465,0.114,0.156,0.295,1.196,0.292,0.689,0.531,0.469,0.147,0.16,0.303,1.151,0.317,0.704
Duke_2011,Hampton_2011,1,8.32,-8.77,0.537,0.445,0.128,0.16,0.319,1.068,0.282,0.65,0.463,0.432,0.137,0.169,0.314,1.094,0.267,0.674
Nevada-Las_Vegas_2011,Illinois_2011,0,6,11.11,0.509,0.46,0.139,0.18,0.32,1.064,0.27,0.697,0.529,0.457,0.151,0.139,0.29,1.222,0.206,0.723
Kansas_2011,Illinois_2011,1,7.62,11.11,0.57,0.445,0.142,0.156,0.304,1.143,0.267,0.73,0.529,0.457,0.151,0.139,0.29,1.222,0.206,0.723
Syracuse_2011,Indiana_State_2011,1,8.79,2.9,0.528,0.455,0.138,0.159,0.328,1.024,0.239,0.667,0.494,0.462,0.162,0.149,0.3,1.165,0.268,0.719
Wisconsin_2011,Kansas_State_2011,1,9.42,8.41,0.518,0.482,0.099,0.131,0.326,1.032,0.241,0.744,0.499,0.471,0.153,0.169,0.383,0.806,0.28,0.709
Ohio_State_2011,Kentucky_2011,0,8.38,8.91,0.563,0.483,0.117,0.188,0.328,1.024,0.26,0.737,0.523,0.442,0.12,0.138,0.313,1.096,0.257,0.723
North_Carolina_2011,Long_Island_University_2011,1,10.15,-5.77,0.492,0.462,0.134,0.153,0.333,1.003,0.255,0.659,0.519,0.483,0.144,0.154,0.348,0.938,0.321,0.66
Xavier_2011,Marquette_2011,0,4.41,8.51,0.512,0.465,0.136,0.146,0.29,1.223,0.332,0.73,0.51,0.499,0.131,0.157,0.344,0.954,0.308,0.66
Syracuse_2011,Marquette_2011,0,8.79,8.51,0.528,0.455,0.138,0.159,0.328,1.024,0.239,0.667,0.51,0.499,0.131,0.157,0.344,0.954,0.308,0.66
North_Carolina_2011,Marquette_2011,1,10.15,8.51,0.492,0.462,0.134,0.153,0.333,1.003,0.255,0.659,0.51,0.499,0.131,0.157,0.344,0.954,0.308,0.66
Arizona_2011,Memphis_2011,1,7.99,3.14,0.541,0.486,0.14,0.141,0.309,1.116,0.325,0.678,0.504,0.468,0.162,0.158,0.338,0.98,0.269,0.683
UCLA_2011,Michigan_State_2011,1,7.93,11.67,0.502,0.463,0.16,0.136,0.32,1.062,0.301,0.673,0.489,0.481,0.149,0.138,0.324,1.043,0.256,0.662
Duke_2011,Michigan_2011,1,8.32,10.68,0.537,0.445,0.128,0.16,0.319,1.068,0.282,0.65,0.523,0.489,0.128,0.145,0.259,1.429,0.186,0.678
Cincinnati_2011,Missouri_2011,1,6.1,6.5,0.494,0.458,0.13,0.169,0.367,0.862,0.256,0.703,0.515,0.489,0.13,0.184,0.355,0.908,0.25,0.692
Louisville_2011,Morehead_State_2011,0,8.2,-3.13,0.526,0.445,0.144,0.173,0.341,0.965,0.198,0.696,0.509,0.488,0.167,0.179,0.369,0.854,0.27,0.693
Pittsburgh_2011,North_Carolina-Asheville_2011,1,7.85,-2.89,0.529,0.451,0.129,0.134,0.356,0.904,0.289,0.676,0.495,0.474,0.155,0.181,0.33,1.016,0.295,0.681
Kentucky_2011,North_Carolina_2011,1,8.91,10.15,0.523,0.442,0.12,0.138,0.313,1.096,0.257,0.723,0.492,0.462,0.134,0.153,0.333,1.003,0.255,0.659
San_Diego_State_2011,Northern_Colorado_2011,1,6.36,-2.24,0.515,0.444,0.126,0.152,0.338,0.979,0.213,0.72,0.502,0.483,0.156,0.157,0.327,1.029,0.334,0.707
Texas_2011,Oakland_2011,1,7.96,0.1,0.502,0.426,0.124,0.143,0.34,0.97,0.282,0.685,0.559,0.496,0.137,0.127,0.33,1.014,0.281,0.721
Butler_2011,Old_Dominion_2011,1,5.02,1.76,0.501,0.481,0.125,0.146,0.322,1.051,0.273,0.672,0.485,0.473,0.144,0.148,0.387,0.793,0.251,0.625
Temple_2011,Penn_State_2011,1,4.23,11.45,0.5,0.463,0.124,0.156,0.307,1.128,0.236,0.708,0.501,0.507,0.135,0.139,0.316,1.085,0.225,0.697
Kentucky_2011,Princeton_2011,1,8.91,-1.61,0.523,0.442,0.12,0.138,0.313,1.096,0.257,0.723,0.522,0.467,0.144,0.143,0.285,1.254,0.263,0.715
Vanderbilt_2011,Richmond_2011,0,6.86,2.79,0.529,0.46,0.141,0.133,0.295,1.196,0.336,0.697,0.531,0.451,0.126,0.146,0.282,1.276,0.222,0.687
Morehead_State_2011,Richmond_2011,0,-3.13,2.79,0.509,0.488,0.167,0.179,0.369,0.854,0.27,0.693,0.531,0.451,0.126,0.146,0.282,1.276,0.222,0.687
Kansas_2011,Richmond_2011,1,7.62,2.79,0.57,0.445,0.142,0.156,0.304,1.143,0.267,0.73,0.531,0.451,0.126,0.146,0.282,1.276,0.222,0.687
Purdue_2011,Saint_Peter's_2011,1,8.69,-1.08,0.507,0.46,0.119,0.165,0.315,1.088,0.246,0.697,0.455,0.424,0.171,0.158,0.318,1.074,0.25,0.655
San_Diego_State_2011,Temple_2011,1,6.36,4.23,0.515,0.444,0.126,0.152,0.338,0.979,0.213,0.72,0.5,0.463,0.124,0.156,0.307,1.128,0.236,0.708
Michigan_2011,Tennessee_2011,1,10.68,8.73,0.523,0.489,0.128,0.145,0.259,1.429,0.186,0.678,0.476,0.479,0.143,0.156,0.363,0.878,0.272,0.705
Ohio_State_2011,Texas-San_Antonio_2011,1,8.38,-4.93,0.563,0.483,0.117,0.188,0.328,1.024,0.26,0.737,0.491,0.484,0.148,0.154,0.305,1.138,0.292,0.695
Florida_2011,UCLA_2011,1,7.57,7.93,0.521,0.472,0.138,0.148,0.337,0.982,0.239,0.672,0.502,0.463,0.16,0.136,0.32,1.062,0.301,0.673
Kansas_State_2011,Utah_State_2011,1,8.41,0.5,0.499,0.471,0.153,0.169,0.383,0.806,0.28,0.709,0.527,0.435,0.136,0.145,0.287,1.244,0.315,0.677
George_Mason_2011,Villanova_2011,1,1.37,8.23,0.532,0.466,0.127,0.157,0.306,1.132,0.266,0.679,0.495,0.463,0.132,0.137,0.329,1.021,0.32,0.708
Purdue_2011,Virginia_Commonwealth_2011,0,8.69,3.78,0.507,0.46,0.119,0.165,0.315,1.088,0.246,0.697,0.511,0.492,0.129,0.165,0.331,1.009,0.264,0.678
Kansas_2011,Virginia_Commonwealth_2011,0,7.62,3.78,0.57,0.445,0.142,0.156,0.304,1.143,0.267,0.73,0.511,0.492,0.129,0.165,0.331,1.009,0.264,0.678
Georgetown_2011,Virginia_Commonwealth_2011,0,10.39,3.78,0.541,0.468,0.16,0.13,0.3,1.168,0.245,0.707,0.511,0.492,0.129,0.165,0.331,1.009,0.264,0.678
Florida_State_2011,Virginia_Commonwealth_2011,0,6.45,3.78,0.49,0.424,0.171,0.165,0.317,1.078,0.253,0.695,0.511,0.492,0.129,0.165,0.331,1.009,0.264,0.678
North_Carolina_2011,Washington_2011,1,10.15,7.74,0.492,0.462,0.134,0.153,0.333,1.003,0.255,0.659,0.537,0.464,0.125,0.151,0.357,0.901,0.212,0.68
Kentucky_2011,West_Virginia_2011,1,8.91,11.03,0.523,0.442,0.12,0.138,0.313,1.096,0.257,0.723,0.485,0.459,0.134,0.137,0.382,0.808,0.291,0.696
Butler_2011,Wisconsin_2011,1,5.02,9.42,0.501,0.481,0.125,0.146,0.322,1.051,0.273,0.672,0.518,0.482,0.099,0.131,0.326,1.032,0.241,0.744
Brigham_Young_2011,Wofford_2011,1,5.76,-1.21,0.518,0.465,0.114,0.156,0.295,1.196,0.292,0.689,0.53,0.498,0.133,0.152,0.336,0.989,0.291,0.718
Duke_2010,Arkansas-Pine_Bluff_2010,1,9.21,-7.68,0.505,0.437,0.116,0.161,0.365,0.871,0.287,0.687,0.447,0.455,0.177,0.151,0.328,1.024,0.323,0.662
Saint_Mary's_(CA)_2010,Baylor_2010,0,2.2,8.03,0.557,0.459,0.131,0.123,0.297,1.181,0.254,0.663,0.549,0.44,0.151,0.133,0.315,1.089,0.26,0.679
Duke_2010,Baylor_2010,1,9.21,8.03,0.505,0.437,0.116,0.161,0.365,0.871,0.287,0.687,0.549,0.44,0.151,0.133,0.315,1.089,0.26,0.679
Kansas_State_2010,Brigham_Young_2010,1,10.28,3,0.508,0.47,0.139,0.173,0.389,0.785,0.336,0.701,0.552,0.462,0.124,0.169,0.276,1.315,0.307,0.682
Syracuse_2010,Butler_2010,0,7.21,5.08,0.576,0.459,0.161,0.168,0.312,1.103,0.249,0.637,0.51,0.466,0.14,0.169,0.284,1.258,0.346,0.679
Murray_State_2010,Butler_2010,0,-3.89,5.08,0.556,0.436,0.159,0.187,0.333,1.002,0.291,0.694,0.51,0.466,0.14,0.169,0.284,1.258,0.346,0.679
Michigan_State_2010,Butler_2010,0,8.17,5.08,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709,0.51,0.466,0.14,0.169,0.284,1.258,0.346,0.679
Ohio_State_2010,UC-Santa_Barbara_2010,1,7.37,-1.09,0.561,0.471,0.132,0.172,0.263,1.398,0.249,0.71,0.51,0.478,0.172,0.169,0.272,1.336,0.312,0.668
Duke_2010,University_of_California_2010,1,9.21,8.26,0.505,0.437,0.116,0.161,0.365,0.871,0.287,0.687,0.533,0.483,0.133,0.144,0.318,1.071,0.268,0.694
Wisconsin_2010,Cornell_2010,0,7.66,-0.91,0.514,0.468,0.111,0.155,0.303,1.15,0.238,0.689,0.568,0.475,0.145,0.16,0.304,1.146,0.207,0.71
Temple_2010,Cornell_2010,0,4.27,-0.91,0.491,0.43,0.126,0.141,0.294,1.199,0.189,0.699,0.568,0.475,0.145,0.16,0.304,1.146,0.207,0.71
Kentucky_2010,Cornell_2010,1,6.82,-0.91,0.53,0.431,0.144,0.15,0.34,0.972,0.291,0.688,0.568,0.475,0.145,0.16,0.304,1.146,0.207,0.71
West_Virginia_2010,Duke_2010,0,10.26,9.21,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679,0.505,0.437,0.116,0.161,0.365,0.871,0.287,0.687
Butler_2010,Duke_2010,0,5.08,9.21,0.51,0.466,0.14,0.169,0.284,1.258,0.346,0.679,0.505,0.437,0.116,0.161,0.365,0.871,0.287,0.687
Kentucky_2010,East_Tennessee_State_2010,1,6.82,-1.47,0.53,0.431,0.144,0.15,0.34,0.972,0.291,0.688,0.477,0.486,0.157,0.179,0.348,0.935,0.271,0.661
Gonzaga_2010,Florida_State_2010,1,3.83,6.79,0.54,0.462,0.138,0.141,0.278,1.296,0.328,0.648,0.505,0.435,0.18,0.179,0.335,0.991,0.249,0.672
Brigham_Young_2010,Florida_2010,1,3,7.16,0.552,0.462,0.124,0.169,0.276,1.315,0.307,0.682,0.494,0.484,0.136,0.157,0.36,0.89,0.235,0.68
Oklahoma_State_2010,Georgia_Tech_2010,0,6.97,9.02,0.524,0.481,0.141,0.149,0.28,1.287,0.261,0.698,0.511,0.441,0.168,0.16,0.324,1.041,0.248,0.666
Ohio_State_2010,Georgia_Tech_2010,1,7.37,9.02,0.561,0.471,0.132,0.172,0.263,1.398,0.249,0.71,0.511,0.441,0.168,0.16,0.324,1.041,0.248,0.666
Syracuse_2010,Gonzaga_2010,1,7.21,3.83,0.576,0.459,0.161,0.168,0.312,1.103,0.249,0.637,0.54,0.462,0.138,0.141,0.278,1.296,0.328,0.648
Maryland_2010,Houston_2010,1,7.95,3.48,0.518,0.448,0.123,0.158,0.331,1.008,0.245,0.693,0.483,0.51,0.094,0.172,0.371,0.847,0.239,0.714
Butler_2010,Kansas_State_2010,1,5.08,10.28,0.51,0.466,0.14,0.169,0.284,1.258,0.346,0.679,0.508,0.47,0.139,0.173,0.389,0.785,0.336,0.701
Kansas_2010,Lehigh_2010,1,8.25,-7.79,0.551,0.432,0.136,0.151,0.321,1.057,0.288,0.686,0.514,0.487,0.139,0.15,0.282,1.271,0.31,0.708
University_of_California_2010,Louisville_2010,1,8.26,7.99,0.533,0.483,0.133,0.144,0.318,1.071,0.268,0.694,0.514,0.485,0.145,0.163,0.393,0.773,0.251,0.702
Northern_Iowa_2010,Michigan_State_2010,0,4.27,8.17,0.496,0.466,0.135,0.162,0.295,1.197,0.281,0.69,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709
Maryland_2010,Michigan_State_2010,0,7.95,8.17,0.518,0.448,0.123,0.158,0.331,1.008,0.245,0.693,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709
Xavier_2010,Minnesota_2010,1,5.94,7.32,0.522,0.456,0.133,0.135,0.314,1.093,0.298,0.654,0.531,0.465,0.141,0.161,0.303,1.149,0.238,0.68
West_Virginia_2010,Missouri_2010,1,10.26,6.36,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679,0.501,0.459,0.133,0.201,0.368,0.861,0.246,0.702
Clemson_2010,Missouri_2010,0,7.9,6.36,0.511,0.464,0.159,0.187,0.357,0.902,0.23,0.679,0.501,0.459,0.133,0.201,0.368,0.861,0.246,0.702
New_Mexico_2010,Montana_2010,1,3.84,-2.35,0.506,0.495,0.117,0.155,0.34,0.971,0.301,0.67,0.548,0.472,0.148,0.151,0.27,1.352,0.267,0.655
West_Virginia_2010,Morgan_State_2010,1,10.26,-6.15,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679,0.475,0.465,0.134,0.148,0.382,0.81,0.307,0.675
Vanderbilt_2010,Murray_State_2010,0,7.86,-3.89,0.525,0.464,0.143,0.143,0.302,1.158,0.337,0.63,0.556,0.436,0.159,0.187,0.333,1.002,0.291,0.694
Michigan_State_2010,New_Mexico_State_2010,1,8.17,1.66,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709,0.532,0.51,0.137,0.139,0.295,1.193,0.269,0.69
Kansas_State_2010,North_Texas_2010,1,10.28,-4.72,0.508,0.47,0.139,0.173,0.389,0.785,0.336,0.701,0.508,0.476,0.154,0.14,0.298,1.176,0.379,0.705
Nevada-Las_Vegas_2010,Northern_Iowa_2010,0,4.82,4.27,0.52,0.455,0.132,0.173,0.293,1.205,0.234,0.707,0.496,0.466,0.135,0.162,0.295,1.197,0.281,0.69
Kansas_2010,Northern_Iowa_2010,0,8.25,4.27,0.551,0.432,0.136,0.151,0.321,1.057,0.288,0.686,0.496,0.466,0.135,0.162,0.295,1.197,0.281,0.69
Pittsburgh_2010,Oakland_2010,1,7.39,-2.96,0.497,0.446,0.14,0.127,0.331,1.011,0.297,0.661,0.498,0.499,0.142,0.145,0.355,0.909,0.307,0.672
Georgetown_2010,Ohio_2010,0,9.56,-0.03,0.557,0.474,0.16,0.15,0.294,1.2,0.263,0.718,0.494,0.469,0.135,0.162,0.323,1.047,0.295,0.7
Notre_Dame_2010,Old_Dominion_2010,0,6.22,1.78,0.537,0.493,0.118,0.123,0.322,1.055,0.275,0.742,0.488,0.455,0.145,0.174,0.387,0.791,0.197,0.665
Baylor_2010,Old_Dominion_2010,1,8.03,1.78,0.549,0.44,0.151,0.133,0.315,1.089,0.26,0.679,0.488,0.455,0.145,0.174,0.387,0.791,0.197,0.665
Duke_2010,Purdue_2010,1,9.21,8.81,0.505,0.437,0.116,0.161,0.365,0.871,0.287,0.687,0.491,0.448,0.123,0.178,0.3,1.167,0.279,0.715
Villanova_2010,Robert_Morris_2010,1,7.75,-6.15,0.522,0.474,0.138,0.154,0.347,0.942,0.331,0.71,0.489,0.469,0.16,0.171,0.336,0.989,0.306,0.719
Villanova_2010,Saint_Mary's_(CA)_2010,0,7.75,2.2,0.522,0.474,0.138,0.154,0.347,0.942,0.331,0.71,0.557,0.459,0.131,0.123,0.297,1.181,0.254,0.663
Richmond_2010,Saint_Mary's_(CA)_2010,0,3.43,2.2,0.511,0.442,0.13,0.167,0.267,1.373,0.227,0.706,0.557,0.459,0.131,0.123,0.297,1.181,0.254,0.663
Baylor_2010,Sam_Houston_State_2010,1,8.03,-3.37,0.549,0.44,0.151,0.133,0.315,1.089,0.26,0.679,0.536,0.486,0.141,0.166,0.329,1.021,0.26,0.681
Tennessee_2010,San_Diego_State_2010,1,7.75,4.21,0.506,0.452,0.142,0.173,0.326,1.034,0.239,0.695,0.522,0.465,0.149,0.159,0.353,0.916,0.249,0.693
Purdue_2010,Siena_2010,1,8.81,-1.17,0.491,0.448,0.123,0.178,0.3,1.167,0.279,0.715,0.493,0.48,0.128,0.173,0.337,0.982,0.261,0.638
Ohio_2010,Tennessee_2010,0,-0.03,7.75,0.494,0.469,0.135,0.162,0.323,1.047,0.295,0.7,0.506,0.452,0.142,0.173,0.326,1.034,0.239,0.695
Ohio_State_2010,Tennessee_2010,0,7.37,7.75,0.561,0.471,0.132,0.172,0.263,1.398,0.249,0.71,0.506,0.452,0.142,0.173,0.326,1.034,0.239,0.695
Michigan_State_2010,Tennessee_2010,1,8.17,7.75,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709,0.506,0.452,0.142,0.173,0.326,1.034,0.239,0.695
Purdue_2010,Texas_A&M_2010,1,8.81,9.8,0.491,0.448,0.123,0.178,0.3,1.167,0.279,0.715,0.497,0.466,0.132,0.158,0.319,1.065,0.32,0.703
Butler_2010,Texas-El_Paso_2010,1,5.08,1.96,0.51,0.466,0.14,0.169,0.284,1.258,0.346,0.679,0.528,0.446,0.142,0.167,0.271,1.347,0.267,0.668
Texas_A&M_2010,Utah_State_2010,1,9.8,1.23,0.497,0.466,0.132,0.158,0.319,1.065,0.32,0.703,0.551,0.458,0.125,0.14,0.292,1.21,0.226,0.709
Syracuse_2010,Vermont_2010,1,7.21,-6.69,0.576,0.459,0.161,0.168,0.312,1.103,0.249,0.637,0.482,0.45,0.148,0.152,0.335,0.991,0.339,0.69
Texas_2010,Wake_Forest_2010,0,7.38,8.85,0.511,0.449,0.133,0.154,0.353,0.917,0.258,0.684,0.47,0.438,0.152,0.14,0.355,0.91,0.268,0.687
Kentucky_2010,Wake_Forest_2010,1,6.82,8.85,0.53,0.431,0.144,0.15,0.34,0.972,0.291,0.688,0.47,0.438,0.152,0.14,0.355,0.91,0.268,0.687
West_Virginia_2010,Washington_2010,1,10.26,7.49,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679,0.497,0.465,0.129,0.164,0.349,0.933,0.295,0.682
New_Mexico_2010,Washington_2010,0,3.84,7.49,0.506,0.495,0.117,0.155,0.34,0.971,0.301,0.67,0.497,0.465,0.129,0.164,0.349,0.933,0.295,0.682
Marquette_2010,Washington_2010,0,8.23,7.49,0.528,0.497,0.122,0.17,0.32,1.061,0.259,0.681,0.497,0.465,0.129,0.164,0.349,0.933,0.295,0.682
Kentucky_2010,West_Virginia_2010,0,6.82,10.26,0.53,0.431,0.144,0.15,0.34,0.972,0.291,0.688,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679
Wisconsin_2010,Wofford_2010,1,7.66,-2.57,0.514,0.468,0.111,0.155,0.303,1.15,0.238,0.689,0.495,0.463,0.133,0.165,0.323,1.046,0.296,0.673
Pittsburgh_2010,Xavier_2010,0,7.39,5.94,0.497,0.446,0.14,0.127,0.331,1.011,0.297,0.661,0.522,0.456,0.133,0.135,0.314,1.093,0.298,0.654
Kansas_State_2010,Xavier_2010,1,10.28,5.94,0.508,0.47,0.139,0.173,0.389,0.785,0.336,0.701,0.522,0.456,0.133,0.135,0.314,1.093,0.298,0.654
