"","Rk.x","School","SOS","FG.x","FGA.x","X3P.x","FT.x","FTA.x","ORB.x","TRB.x","TOV.x","Rk.y","FG.y","FGA.y","X3P.y","FT.y","FTA.y","ORB.y","TRB.y","TOV.y"
"214",214,"North Carolina NCAA",10.69,1235,2560,224,617,826,568,1624,431,214,972,2297,357,410,597,362,1216,433
"215",215,"North Dakota State",-2.99,817,1837,214,423,619,302,1149,348,215,799,1872,223,443,595,273,1061,325
"216",216,"North Dakota",-4.91,876,1926,203,519,761,293,1209,435,216,942,1923,251,477,652,314,1204,474
"217",217,"North Florida",-3.92,1000,2065,411,454,624,293,1168,383,217,1120,2350,230,403,549,452,1340,353
"218",218,"North Texas",-3.23,830,1838,187,539,838,362,1158,443,218,922,2165,263,596,833,328,1300,474
"219",219,"Northeastern",1.35,793,1808,286,504,704,295,1111,409,219,834,1861,158,444,599,280,1035,412
"220",220,"Northern Arizona",-2.83,699,1749,220,436,619,260,1002,389,220,859,1828,301,493,666,302,1161,434
"221",221,"Northern Colorado",-4.01,780,1726,203,529,727,327,1077,427,221,1014,2279,185,561,818,328,1360,497
"222",222,"Northern Illinois",-1.2,842,1970,238,541,791,416,1331,430,222,861,1866,274,411,592,317,1117,401
"223",223,"Northern Iowa NCAA",4.44,849,1864,298,479,633,195,1091,357,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,"Northern Kentucky",-0.69,755,1719,234,372,545,281,1033,406,224,752,1840,205,403,576,304,1058,450
"225",225,"Northwestern State",-5.66,770,1688,207,477,623,286,919,407,225,789,1691,218,468,679,322,1081,403
"226",226,"Northwestern",4.12,837,1859,278,352,528,342,1167,331,226,729,1669,227,442,621,278,1043,403
"227",227,"Notre Dame NCAA",9.57,972,2042,262,498,671,381,1265,359,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,"Oakland",-1.61,1002,2186,316,703,913,399,1373,399,228,931,2066,237,417,575,350,1186,405
"229",229,"Ohio State",7.08,876,1995,219,491,718,379,1333,451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",230,"Ohio",-1.18,937,1993,296,576,759,288,1251,414,230,839,1943,249,426,567,305,1200,415
"231",231,"Oklahoma State",8.81,723,1709,205,477,654,310,1111,402,231,916,2094,264,541,745,400,1292,521
"232",232,"Oklahoma NCAA",11.14,1018,2225,382,530,734,407,1418,484,232,964,2178,293,393,559,383,1237,415
"233",233,"Old Dominion",-2.31,987,2227,159,471,691,501,1474,346,233,707,1735,241,355,525,294,1079,462
"234",234,"Oral Roberts",0.59,832,1821,194,498,665,299,1101,373,234,902,1940,261,419,586,337,1122,350
"235",235,"Oregon State NCAA",9.26,811,1843,218,461,687,337,1102,361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",236,"Oregon NCAA",8.64,1041,2230,260,648,906,442,1382,431,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,"Pacific",2.35,685,1559,190,388,575,282,993,383,237,798,1760,257,463,619,287,1047,395
"238",238,"Penn State",6.95,732,1799,211,432,621,333,1109,361,238,928,2182,251,494,700,378,1288,521
"239",239,"Pennsylvania",-2.15,685,1606,200,341,508,288,1001,373,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",240,"Pepperdine",1.68,840,1861,162,507,754,351,1182,357,240,887,1821,305,437,604,267,1045,344
"241",241,"Pittsburgh NCAA",8.75,878,1919,204,516,686,417,1257,384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",242,"Portland State",-5.94,908,1904,167,425,645,329,1096,390,242,937,1972,251,573,822,343,1263,615
"243",243,"Portland",0.56,868,2012,289,458,633,369,1130,389,243,838,1926,271,425,609,352,1187,351
"244",244,"Prairie View",-6.82,657,1727,127,432,630,355,998,465,244,879,1877,230,621,899,371,1251,563
"245",245,"Presbyterian",-4.98,754,1743,148,437,615,298,1047,441,245,837,1769,238,361,498,296,1099,371
"246",246,"Princeton",-1.72,800,1725,282,412,579,288,1069,330,246,738,1644,218,389,521,231,987,336
"247",247,"Providence NCAA",8.46,881,2093,249,566,781,402,1263,397,247,913,2054,240,478,654,357,1268,469
"248",248,"Purdue NCAA",7.46,960,2042,268,538,723,400,1443,419,248,907,2197,251,366,531,376,1204,448
"249",249,"Quinnipiac",-4.98,698,1897,229,344,532,495,1299,459,249,908,1960,286,429,589,324,1181,376
"250",250,"Radford",-3.45,844,1885,226,352,541,408,1174,416,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",251,"Rhode Island",3.29,782,1762,213,443,662,335,1118,368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",252,"Rice",-2.7,813,1798,228,573,773,294,1052,419,252,850,1897,284,363,518,318,1154,368
"253",253,"Richmond",4.56,890,1848,240,430,652,251,1021,327,253,882,1805,236,418,566,284,1107,421
"254",254,"Rider",-3.6,769,1803,204,435,638,330,1170,421,254,852,1904,305,496,701,333,1171,493
"255",255,"Robert Morris",-7.75,741,1780,178,422,633,303,1042,454,255,833,1858,210,458,672,357,1218,525
"256",256,"Rutgers",6.43,785,1878,161,435,640,314,1113,443,256,785,1898,231,403,575,341,1221,473
"257",257,"Sacramento State",-5.32,790,1784,209,421,627,302,1112,367,257,820,1803,247,471,619,312,1148,386
"258",258,"Sacred Heart",-9.05,785,1795,169,478,695,378,1128,442,258,794,1806,243,406,593,252,1006,327
"259",259,"Saint Francis (PA)",-9.06,716,1700,218,460,662,349,1093,379,259,893,1936,255,314,451,339,1120,424
"260",260,"Saint Joseph's NCAA",4.93,976,2153,251,577,806,359,1378,355,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",261,"Saint Louis",3.49,724,1726,199,459,653,230,1045,436,261,749,1750,222,437,601,293,1052,398
"262",262,"Saint Mary's (CA)",1.24,951,1887,303,371,539,310,1225,335,262,883,1999,200,355,495,265,988,345
"263",263,"Saint Peter's",-4.3,700,1660,183,383,582,322,1102,392,263,685,1659,237,504,701,308,1092,454
"264",264,"Sam Houston State",-6.5,876,2013,264,535,767,380,1261,400,264,852,1965,277,496,725,325,1220,517
"265",265,"Samford",-4.49,845,1857,177,573,798,345,1143,455,265,957,1960,323,402,536,361,1153,446
"266",266,"San Diego State",4.33,885,2100,222,613,892,453,1475,467,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",267,"San Diego",1.42,630,1614,192,370,559,289,995,410,267,764,1843,167,569,760,303,1131,409
"268",268,"San Francisco",-0.68,808,1839,233,480,708,389,1181,379,268,934,2151,222,591,782,327,1348,451
"269",269,"San Jose State",1.35,756,1783,212,462,701,327,1130,430,269,781,1784,303,395,543,261,964,319
"270",270,"Santa Clara",1.86,713,1741,232,425,592,279,1047,350,270,821,1637,200,382,538,243,1031,390
"271",271,"Savannah State",-8.59,667,1685,204,452,686,297,1022,473,271,1102,2237,298,489,685,428,1527,576
"272",272,"Seattle",-5.02,735,1732,197,407,612,365,1174,505,272,814,1999,251,589,791,348,1181,386
"273",273,"Seton Hall NCAA",8.28,892,1999,206,532,808,438,1355,469,273,903,2057,262,444,613,347,1149,431
"274",274,"Siena",-3.19,929,1992,215,586,812,455,1362,546,274,819,1831,226,541,771,322,1095,348
"275",275,"South Alabama",-2.02,784,1917,213,503,747,390,1228,483,275,762,1874,214,480,703,355,1198,429
"276",276,"South Carolina State",-8.24,885,1955,201,514,716,342,1145,400,276,963,1956,275,459,661,355,1202,456
"277",277,"South Carolina Upstate",-4.39,860,1914,218,377,590,413,1228,449,277,967,1929,287,502,678,330,1229,369
"278",278,"South Carolina",5.83,882,2040,216,603,883,472,1372,464,278,749,1765,222,557,769,304,1116,487
"279",279,"South Dakota State NCAA",-1.22,877,1950,255,582,783,381,1279,399,279,955,2235,291,398,554,305,1243,371
"280",280,"South Dakota",-0.88,912,1954,201,418,596,289,1077,388,280,859,2096,261,425,583,346,1194,502
"281",281,"South Florida",5.24,774,1852,133,404,612,413,1271,485,281,819,1816,219,403,592,334,1098,346
"282",282,"Southeast Missouri State",-3.43,699,1710,154,392,612,326,1022,402,282,857,1795,260,439,617,304,1067,383
"283",283,"Southeastern Louisiana",-7.55,831,1833,241,441,694,336,1140,504,283,860,1962,225,412,571,382,1199,497
"284",284,"Southern California NCAA",7.64,982,2138,266,507,750,401,1337,415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",285,"SIU Edwardsville",-2.6,634,1591,158,413,587,339,1001,377,285,792,1664,217,561,764,292,1075,369
"286",286,"Southern Illinois",-1.3,828,1827,212,492,718,357,1135,438,286,801,1827,239,439,616,323,1129,445
"287",287,"Southern Methodist",4.56,858,1727,194,409,584,396,1183,372,287,744,1763,259,367,539,346,1096,461
"288",288,"Southern Mississippi",-3.66,612,1496,257,385,540,228,920,388,288,859,1865,311,420,594,304,1218,475
"289",289,"Southern Utah",-4.22,739,1682,210,431,607,238,926,381,289,891,1868,244,557,768,277,1150,404
"290",290,"Southern NCAA",-9.37,909,2046,211,505,754,365,1258,391,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",291,"St. Bonaventure",1.87,812,1826,256,529,684,345,1102,357,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",292,"St. Francis (NY)",-9.24,710,1787,240,435,652,390,1185,442,292,810,1720,186,551,769,317,1180,462
"293",293,"St. John's (NY)",7.94,757,1864,206,454,714,346,1142,491,293,807,1922,304,479,653,378,1306,535
"294",294,"Stanford",10.41,704,1653,172,508,742,328,1030,355,294,954,2202,279,435,644,359,1170,405
"295",295,"Stephen F. Austin NCAA",-5.47,972,2032,269,515,701,405,1188,411,295,768,1796,246,604,878,325,1124,691
"296",296,"Stetson",-4.35,962,2124,282,523,725,328,1213,418,296,881,1891,269,465,664,295,1217,445
"297",297,"Stony Brook NCAA",-5.28,933,1992,220,429,637,425,1312,379,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",298,"Syracuse NCAA",9.75,884,2080,315,506,736,445,1319,440,298,801,2046,289,469,642,400,1237,469
"299",299,"Temple NCAA",6.57,822,2021,255,368,538,371,1225,305,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",300,"Tennessee-Martin",-4.72,888,2000,274,504,711,371,1279,426,300,764,1798,310,415,592,353,1107,421
"301",301,"Tennessee State",-5.3,795,1760,173,510,734,353,1149,426,301,683,1586,271,373,542,267,1000,473
"302",302,"Tennessee Tech",-3.66,792,1730,266,566,762,291,1102,383,302,838,1918,243,469,675,347,1208,494
"303",303,"Tennessee",7.86,890,2116,251,523,721,428,1292,380,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",304,"Texas A&M-Corpus Christi",-5.44,838,1918,215,537,728,373,1159,419,304,679,1550,224,475,703,286,976,445
"305",305,"Texas A&M NCAA",8.45,991,2208,281,565,841,460,1461,434,305,892,2186,268,415,603,378,1222,379
"306",306,"Texas-Arlington",-3.42,956,2249,307,543,780,520,1530,482,306,853,2070,308,486,701,363,1221,490
"307",307,"Texas Christian",8.62,734,1810,187,554,826,355,1111,478,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",308,"Texas-El Paso",-4.93,896,1926,223,539,809,299,1197,417,308,756,1766,262,423,636,298,1186,380
"309",309,"Texas-Rio Grande Valley",-4.25,716,1712,212,349,520,258,1004,374,309,875,1955,229,605,865,364,1329,515
"310",310,"Texas-San Antonio",-3.36,796,1915,220,505,719,327,1086,435,310,879,2112,290,580,854,346,1335,430
"311",311,"Texas Southern",-6.94,848,1853,222,485,769,408,1249,434,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",312,"Texas State",-4.29,727,1692,149,443,658,336,1063,370,312,786,1775,226,374,527,288,1041,442
"313",313,"Texas Tech NCAA",10.25,785,1754,185,550,741,326,1086,385,313,806,2008,249,536,762,368,1199,554
"314",314,"Texas NCAA",11.71,814,1884,232,495,743,363,1139,341,314,861,2028,237,379,532,353,1216,425
"315",315,"Toledo",-2.36,865,1881,263,489,655,306,1161,373,315,942,2157,241,407,556,363,1195,323
"316",316,"Towson",-1.57,805,1888,182,566,840,472,1295,401,316,774,1800,239,492,692,313,1048,424
"317",317,"Troy",-2.07,740,1817,208,457,713,349,1132,376,317,865,1993,255,423,607,354,1202,386
"318",318,"Tulane",3.79,802,2021,216,420,621,415,1268,451,318,815,1828,215,451,632,330,1111,374
"319",319,"Tulsa NCAA",5.76,821,1849,219,495,731,323,1123,346,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",320,"UCLA",9.69,915,2016,200,450,651,393,1266,392,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",321,"Utah State",2.06,802,1779,257,413,597,319,1108,373,321,868,1932,261,469,631,300,1143,411
"322",322,"Utah Valley",-3.58,785,1833,256,454,628,276,1100,399,322,846,2047,231,387,554,329,1073,419
"323",323,"Utah NCAA",8.79,977,2000,273,551,764,347,1335,451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",324,"Valparaiso",0.02,964,2178,298,556,769,468,1533,479,324,732,1739,192,526,741,309,1075,450
"325",325,"Vanderbilt NCAA",8.68,857,1879,273,519,747,313,1273,386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",326,"Vermont",-4.73,986,2051,255,547,772,343,1321,490,326,844,1928,248,341,478,255,1007,386
"327",327,"Villanova NCAA",9.71,1086,2247,347,599,766,351,1385,440,327,1028,2401,272,479,641,378,1306,512
"328",328,"Virginia Commonwealth NCAA",4.35,1010,2238,262,499,721,435,1347,405,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",329,"VMI",-3.15,729,1770,263,360,498,290,996,397,329,767,1729,247,433,602,312,1141,410
"330",330,"Virginia Tech",7.53,876,1953,200,672,964,371,1230,447,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",331,"Virginia NCAA",11.12,964,1964,224,474,630,323,1189,345,331,647,1703,215,327,447,280,1048,432
"332",332,"Wagner",-9.52,856,2019,203,474,665,474,1348,454,332,731,1774,232,562,816,331,1112,479
"333",333,"Wake Forest",10.53,793,1804,195,514,779,377,1186,451,333,770,1751,265,500,683,296,1064,380
"334",334,"Washington State",7.97,805,1760,184,393,551,247,1048,440,334,882,1897,265,382,541,340,1129,354
"335",335,"Washington",8.12,964,2264,249,676,932,473,1360,470,335,887,1983,236,472,682,392,1200,513
"336",336,"Weber State NCAA",-5.13,908,1885,291,555,821,300,1296,462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",337,"West Virginia NCAA",9.78,943,2102,209,654,972,558,1380,498,337,835,1962,288,617,866,375,1268,612
"338",338,"Western Carolina",-1.53,851,1993,242,535,760,404,1241,485,338,839,1824,282,459,636,344,1191,490
"339",339,"Western Illinois",-1.32,676,1521,190,362,502,233,948,332,339,723,1701,237,326,467,255,991,319
"340",340,"Western Kentucky",-0.89,925,1970,233,537,768,405,1311,450,340,989,2304,301,395,545,403,1275,488
"341",341,"Western Michigan",0.06,786,1824,197,573,805,359,1190,401,341,818,1803,290,423,585,287,1096,440
"342",342,"Wichita State NCAA",4.24,867,2023,250,551,768,407,1305,346,342,809,1922,282,464,639,271,1005,379
"343",343,"William & Mary",1.3,843,1755,241,457,636,258,1141,331,343,928,1907,260,415,596,276,1002,332
"344",344,"Winthrop",-5.7,890,1869,285,566,756,291,1160,403,344,772,1847,229,446,598,311,1070,425
"345",345,"Wisconsin NCAA",9.4,816,1917,229,512,728,398,1228,386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",346,"Wofford",-2.35,771,1725,270,484,645,274,1013,379,346,833,1857,287,452,616,282,1088,438
"347",347,"Wright State",-1.76,856,1916,256,431,621,232,1094,397,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",348,"Wyoming",2.19,720,1626,319,535,747,181,989,358,348,898,2022,260,541,752,315,1288,483
"349",349,"Xavier NCAA",8.43,928,2054,255,626,857,436,1387,429,349,944,2192,301,427,562,296,1095,400
"350",350,"Yale NCAA",-1.03,795,1693,190,468,699,407,1208,398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",351,"Youngstown State",-0.86,870,2021,257,440,619,283,1081,387,351,943,1852,258,503,724,294,1122,497
"352",NA,"Alabama NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,877,2109,262,527,769,414,1277,473
"353",NA,"Arizona State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,841,1919,262,451,628,357,1171,474
"354",NA,"Little Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,754,1744,269,465,687,336,1130,436
"355",NA,"Arkansas NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,872,2028,301,602,828,394,1264,490
"356",NA,"Auburn NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,838,1961,273,539,747,341,1207,516
"357",NA,"Austin Peay",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,845,1821,240,516,721,309,1107,549
"358",NA,"Baylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,836,2016,261,436,609,367,1091,400
"359",NA,"Bucknell NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,911,2138,224,513,738,360,1240,438
"360",NA,"Cal State Bakersfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,38,679,1597,244,466,664,291,1009,407
"361",NA,"Cal State Fullerton NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,39,768,1861,220,489,647,320,1074,413
"362",NA,"University of California",NA,NA,NA,NA,NA,NA,NA,NA,NA,45,852,1807,282,497,689,316,1116,443
"363",NA,"Chattanooga",NA,NA,NA,NA,NA,NA,NA,NA,NA,54,902,1880,228,392,525,283,1105,430
"364",NA,"Clemson NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,826,2033,268,387,552,332,1172,413
"365",NA,"College of Charleston NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,824,1907,239,444,602,321,1149,403
"366",NA,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,808,1909,265,456,649,312,1091,339
"367",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,66,804,1856,288,444,629,371,1176,400
"368",NA,"Creighton NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,69,907,2093,261,369,512,303,1160,387
"369",NA,"Davidson NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,71,802,1826,266,370,540,258,1042,352
"370",NA,"Dayton",NA,NA,NA,NA,NA,NA,NA,NA,NA,72,824,1755,262,367,513,277,980,388
"371",NA,"Fairleigh Dickinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,91,812,1851,250,476,639,382,1144,451
"372",NA,"Florida Gulf Coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,94,884,2092,267,480,712,358,1151,494
"373",NA,"Florida State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,96,887,2129,285,492,689,383,1228,494
"374",NA,"Florida NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,97,832,1946,229,460,629,362,1273,468
"375",NA,"Fresno State",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,749,1725,220,483,658,254,1001,432
"376",NA,"Georgia State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,106,771,1963,307,507,727,416,1296,501
"377",NA,"Green Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,112,899,2087,253,448,631,372,1307,450
"378",NA,"Hampton",NA,NA,NA,NA,NA,NA,NA,NA,NA,113,913,2175,258,519,761,409,1323,438
"379",NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,116,714,1618,196,447,619,232,965,423
"380",NA,"Holy Cross",NA,NA,NA,NA,NA,NA,NA,NA,NA,119,713,1653,260,413,561,330,1074,399
"381",NA,"Houston NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,121,744,1887,231,552,785,320,1126,457
"382",NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,130,773,1752,235,397,564,315,1055,417
"383",NA,"Iowa State",NA,NA,NA,NA,NA,NA,NA,NA,NA,132,856,1936,261,366,513,353,1158,356
"384",NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,133,953,2061,284,407,579,338,1092,365
"385",NA,"Kansas State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,842,1980,261,533,728,386,1259,533
"386",NA,"Lipscomb NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,898,2002,249,519,751,292,1169,511
"387",NA,"Long Island University NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,152,973,2209,242,486,702,401,1275,423
"388",NA,"Loyola (IL) NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,159,877,2118,254,369,523,335,1158,484
"389",NA,"Marshall NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,166,1059,2399,265,466,684,458,1466,515
"390",NA,"Maryland-Baltimore County NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,167,883,2012,282,418,618,339,1289,529
"391",NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,169,781,1909,244,334,452,334,994,351
"392",NA,"Middle Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,179,738,1713,202,510,714,240,1003,438
"393",NA,"Missouri NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,187,795,1949,231,425,586,343,1079,365
"394",NA,"Montana NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,190,784,1825,209,552,764,295,1102,522
"395",NA,"Murray State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,194,761,1841,199,396,547,314,1005,402
"396",NA,"Nevada NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,199,974,2248,275,480,677,393,1347,474
"397",NA,"New Mexico State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,201,763,1919,222,435,612,282,1103,463
"398",NA,"North Carolina-Asheville",NA,NA,NA,NA,NA,NA,NA,NA,NA,208,884,1963,260,471,665,311,1120,446
"399",NA,"North Carolina Central NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,210,846,2030,259,474,663,359,1168,423
"400",NA,"North Carolina-Greensboro NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,211,729,1794,229,502,692,264,1070,528
"401",NA,"North Carolina State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,212,908,1952,199,462,657,363,1164,487
"402",NA,"North Carolina-Wilmington",NA,NA,NA,NA,NA,NA,NA,NA,NA,213,940,1970,298,490,707,285,1151,374
"403",NA,"Northern Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,223,723,1740,239,305,422,234,1055,356
"404",NA,"Notre Dame",NA,NA,NA,NA,NA,NA,NA,NA,NA,227,923,2176,286,339,480,380,1243,397
"405",NA,"Ohio State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,229,811,1944,272,403,574,302,1078,418
"406",NA,"Oregon State",NA,NA,NA,NA,NA,NA,NA,NA,NA,235,765,1771,226,495,677,317,1030,408
"407",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,236,881,2033,285,559,738,325,1153,482
"408",NA,"Pennsylvania NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,239,816,1971,192,450,613,275,1192,406
"409",NA,"Pittsburgh",NA,NA,NA,NA,NA,NA,NA,NA,NA,241,831,1894,235,419,592,390,1205,329
"410",NA,"Radford NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,250,819,1897,261,437,582,317,1135,469
"411",NA,"Rhode Island NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,251,811,1792,182,534,728,303,1170,536
"412",NA,"Saint Joseph's",NA,NA,NA,NA,NA,NA,NA,NA,NA,260,831,1980,305,344,487,296,1236,374
"413",NA,"San Diego State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,266,795,1908,251,399,549,297,1077,443
"414",NA,"Southern California",NA,NA,NA,NA,NA,NA,NA,NA,NA,284,936,2124,294,397,564,358,1219,483
"415",NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,290,814,1927,236,505,716,352,1207,410
"416",NA,"St. Bonaventure NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,291,807,1917,266,527,737,353,1186,488
"417",NA,"Stony Brook",NA,NA,NA,NA,NA,NA,NA,NA,NA,297,761,1740,220,507,720,306,1143,478
"418",NA,"Temple",NA,NA,NA,NA,NA,NA,NA,NA,NA,299,836,1907,229,425,600,376,1257,418
"419",NA,"Tennessee NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,303,784,1917,222,511,720,383,1194,484
"420",NA,"Texas Christian NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,307,894,1958,262,437,598,291,1001,410
"421",NA,"Texas Southern NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,311,1048,2320,280,483,724,442,1381,426
"422",NA,"Tulsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,319,793,1888,282,329,478,350,1085,382
"423",NA,"UCLA NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,320,891,2105,287,438,625,347,1195,351
"424",NA,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,323,855,2043,264,422,589,360,1211,415
"425",NA,"Vanderbilt",NA,NA,NA,NA,NA,NA,NA,NA,NA,325,841,1806,210,476,660,293,1065,316
"426",NA,"Virginia Commonwealth",NA,NA,NA,NA,NA,NA,NA,NA,NA,328,897,1992,258,418,585,318,1155,425
"427",NA,"Virginia Tech NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,330,844,1965,292,402,577,346,1130,433
"428",NA,"Weber State",NA,NA,NA,NA,NA,NA,NA,NA,NA,336,794,1851,199,408,587,298,1070,369
"429",NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,345,798,1740,185,396,526,271,1023,386
"430",NA,"Wright State NCAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,347,816,1965,268,407,573,303,1178,531
"431",NA,"Yale",NA,NA,NA,NA,NA,NA,NA,NA,NA,350,824,1793,214,426,589,277,1061,397
